item_id;pedido_id;produto_id;quantidade;preco_unitario
2978;1015;3;2;20.0
2979;1015;12;3;9.0
2980;1015;6;1;5.0
2981;1016;3;1;20.0
2982;1016;13;2;7.5
2983;1016;3;2;20.0
2984;1016;11;1;10.0
2985;1017;11;3;10.0
2986;1017;1;1;15.0
2987;1017;8;2;3.5
2988;1018;1;2;15.0
2989;1018;12;3;9.0
2990;1018;2;3;18.0
2991;1019;7;3;7.0
2992;1019;3;1;20.0
2993;1019;11;3;10.0
2994;1019;3;1;20.0
2995;1020;10;3;8.0
2996;1021;13;1;7.5
2997;1021;7;2;7.0
2998;1021;9;1;12.0
2999;1021;8;3;3.5
3000;1022;6;3;5.0
3001;1023;11;3;10.0
3002;1023;11;1;10.0
3003;1023;9;3;12.0
3004;1024;5;1;25.0
3005;1025;7;3;7.0
3006;1025;1;1;15.0
3007;1025;4;1;22.0
3008;1025;2;3;18.0
3009;1025;2;3;18.0
3010;1026;6;1;5.0
3011;1026;7;3;7.0
3012;1026;7;2;7.0
3013;1026;2;2;18.0
3014;1027;12;1;9.0
3015;1027;1;2;15.0
3016;1027;4;2;22.0
3017;1027;1;2;15.0
3018;1027;2;2;18.0
3019;1028;12;3;9.0
3020;1028;3;2;20.0
3021;1028;5;2;25.0
3022;1029;8;2;3.5
3023;1029;2;3;18.0
3024;1029;13;1;7.5
3025;1029;8;1;3.5
3026;1030;5;1;25.0
3027;1030;4;1;22.0
3028;1030;2;1;18.0
3029;1031;7;3;7.0
3030;1031;12;1;9.0
3031;1031;10;1;8.0
3032;1031;2;3;18.0
3033;1031;5;3;25.0
3034;1032;4;3;22.0
3035;1032;11;2;10.0
3036;1032;4;2;22.0
3037;1033;8;2;3.5
3038;1033;13;3;7.5
3039;1033;11;2;10.0
3040;1033;13;1;7.5
3041;1034;4;3;22.0
3042;1034;2;1;18.0
3043;1034;2;3;18.0
3044;1034;8;2;3.5
3045;1035;6;3;5.0
3046;1035;4;2;22.0
3047;1035;13;2;7.5
3048;1036;10;3;8.0
3049;1036;8;1;3.5
3050;1036;3;1;20.0
3051;1036;7;2;7.0
3052;1037;4;3;22.0
3053;1037;13;1;7.5
3054;1037;10;1;8.0
3055;1037;1;2;15.0
3056;1038;3;3;20.0
3057;1038;7;2;7.0
3058;1038;2;3;18.0
3059;1039;5;1;25.0
3060;1039;4;1;22.0
3061;1039;5;2;25.0
3062;1039;3;2;20.0
3063;1039;5;2;25.0
3064;1040;5;1;25.0
3065;1040;11;2;10.0
3066;1040;8;2;3.5
3067;1040;8;1;3.5
3068;1041;1;2;15.0
3069;1041;9;2;12.0
3070;1041;4;3;22.0
3071;1041;1;2;15.0
3072;1042;1;3;15.0
3073;1042;8;3;3.5
3074;1042;5;1;25.0
3075;1042;11;2;10.0
3076;1043;8;3;3.5
3077;1043;1;3;15.0
3078;1043;4;3;22.0
3079;1043;10;3;8.0
3080;1044;7;2;7.0
3081;1044;4;2;22.0
3082;1044;13;2;7.5
3083;1045;1;2;15.0
3084;1045;5;2;25.0
3085;1045;1;3;15.0
3086;1045;11;3;10.0
3087;1045;2;2;18.0
3088;1046;9;3;12.0
3089;1046;3;1;20.0
3090;1046;10;1;8.0
3091;1046;11;3;10.0
3092;1046;9;3;12.0
3093;1047;7;1;7.0
3094;1048;13;1;7.5
3095;1048;11;2;10.0
3096;1048;12;1;9.0
3097;1048;6;2;5.0
3098;1049;7;1;7.0
3099;1049;3;1;20.0
3100;1049;3;3;20.0
3101;1049;4;2;22.0
3102;1050;10;3;8.0
3103;1051;11;1;10.0
3104;1051;9;3;12.0
3105;1051;9;3;12.0
3106;1051;8;3;3.5
3107;1051;9;2;12.0
3108;1052;9;2;12.0
3109;1052;10;3;8.0
3110;1053;13;3;7.5
3111;1053;6;1;5.0
3112;1054;6;3;5.0
3113;1054;5;1;25.0
3114;1054;8;2;3.5
3115;1054;9;2;12.0
3116;1054;6;2;5.0
3117;1055;5;1;25.0
3118;1055;5;2;25.0
3119;1055;12;3;9.0
3120;1055;10;3;8.0
3121;1056;5;3;25.0
3122;1056;11;3;10.0
3123;1057;4;1;22.0
3124;1057;6;2;5.0
3125;1057;11;3;10.0
3126;1058;13;3;7.5
3127;1058;11;1;10.0
3128;1058;11;3;10.0
3129;1059;12;2;9.0
3130;1060;5;1;25.0
3131;1060;8;1;3.5
3132;1060;7;1;7.0
3133;1060;7;2;7.0
3134;1060;12;2;9.0
3135;1061;2;1;18.0
3136;1061;13;3;7.5
3137;1061;12;1;9.0
3138;1061;6;3;5.0
3139;1061;10;1;8.0
3140;1062;8;2;3.5
3141;1062;8;2;3.5
3142;1063;5;2;25.0
3143;1063;12;1;9.0
3144;1063;7;3;7.0
3145;1063;6;2;5.0
3146;1064;8;1;3.5
3147;1064;1;2;15.0
3148;1064;7;1;7.0
3149;1064;3;2;20.0
3150;1064;8;2;3.5
3151;1065;12;2;9.0
3152;1065;4;1;22.0
3153;1066;12;1;9.0
3154;1066;12;1;9.0
3155;1067;2;2;18.0
3156;1067;1;1;15.0
3157;1067;12;1;9.0
3158;1067;5;2;25.0
3159;1067;10;3;8.0
3160;1068;13;1;7.5
3161;1068;9;1;12.0
3162;1069;7;1;7.0
3163;1070;3;1;20.0
3164;1071;11;3;10.0
3165;1071;9;3;12.0
3166;1071;12;1;9.0
3167;1071;7;1;7.0
3168;1071;3;2;20.0
3169;1072;8;1;3.5
3170;1072;8;2;3.5
3171;1072;10;1;8.0
3172;1072;12;1;9.0
3173;1073;10;3;8.0
3174;1074;8;3;3.5
3175;1075;12;3;9.0
3176;1075;4;1;22.0
3177;1075;7;1;7.0
3178;1075;12;1;9.0
3179;1075;1;1;15.0
3180;1076;5;3;25.0
3181;1076;5;2;25.0
3182;1076;12;2;9.0
3183;1077;11;3;10.0
3184;1077;6;1;5.0
3185;1078;11;1;10.0
3186;1079;12;3;9.0
3187;1079;1;2;15.0
3188;1079;6;3;5.0
3189;1080;10;2;8.0
3190;1080;4;3;22.0
3191;1080;13;2;7.5
3192;1080;10;3;8.0
3193;1081;10;3;8.0
3194;1081;11;3;10.0
3195;1081;4;3;22.0
3196;1082;12;1;9.0
3197;1082;1;3;15.0
3198;1082;9;1;12.0
3199;1082;12;2;9.0
3200;1082;7;3;7.0
3201;1083;12;2;9.0
3202;1083;5;1;25.0
3203;1083;4;2;22.0
3204;1083;13;2;7.5
3205;1084;11;2;10.0
3206;1084;9;1;12.0
3207;1084;12;1;9.0
3208;1084;1;3;15.0
3209;1085;3;3;20.0
3210;1085;13;1;7.5
3211;1085;2;1;18.0
3212;1086;13;2;7.5
3213;1086;4;3;22.0
3214;1086;5;3;25.0
3215;1086;3;3;20.0
3216;1086;1;3;15.0
3217;1087;7;3;7.0
3218;1088;10;1;8.0
3219;1088;4;2;22.0
3220;1088;11;2;10.0
3221;1089;7;3;7.0
3222;1090;2;2;18.0
3223;1090;3;2;20.0
3224;1090;2;1;18.0
3225;1091;10;2;8.0
3226;1092;13;3;7.5
3227;1092;7;3;7.0
3228;1092;5;1;25.0
3229;1093;2;2;18.0
3230;1093;2;3;18.0
3231;1093;8;1;3.5
3232;1093;3;2;20.0
3233;1094;6;2;5.0
3234;1094;7;1;7.0
3235;1095;13;1;7.5
3236;1095;11;3;10.0
3237;1095;10;3;8.0
3238;1095;9;2;12.0
3239;1096;11;1;10.0
3240;1097;2;1;18.0
3241;1097;8;2;3.5
3242;1097;1;1;15.0
3243;1097;10;1;8.0
3244;1097;10;1;8.0
3245;1098;13;1;7.5
3246;1098;8;1;3.5
3247;1098;3;2;20.0
3248;1098;1;3;15.0
3249;1099;10;3;8.0
3250;1099;8;1;3.5
3251;1100;3;2;20.0
3252;1101;5;3;25.0
3253;1101;10;3;8.0
3254;1101;6;3;5.0
3255;1101;3;3;20.0
3256;1102;9;3;12.0
3257;1102;11;1;10.0
3258;1102;12;2;9.0
3259;1103;12;3;9.0
3260;1103;12;3;9.0
3261;1103;12;2;9.0
3262;1103;1;3;15.0
3263;1103;5;1;25.0
3264;1104;8;2;3.5
3265;1105;7;2;7.0
3266;1105;10;3;8.0
3267;1105;6;2;5.0
3268;1105;6;1;5.0
3269;1106;3;1;20.0
3270;1107;11;1;10.0
3271;1107;7;1;7.0
3272;1107;7;1;7.0
3273;1108;6;1;5.0
3274;1108;12;3;9.0
3275;1109;8;2;3.5
3276;1109;6;1;5.0
3277;1109;6;1;5.0
3278;1109;12;3;9.0
3279;1110;6;3;5.0
3280;1111;13;3;7.5
3281;1112;7;3;7.0
3282;1113;11;3;10.0
3283;1113;3;3;20.0
3284;1114;11;3;10.0
3285;1115;4;2;22.0
3286;1115;4;3;22.0
3287;1115;3;3;20.0
3288;1115;11;3;10.0
3289;1115;2;3;18.0
3290;1116;10;2;8.0
3291;1116;13;1;7.5
3292;1116;5;3;25.0
3293;1116;4;1;22.0
3294;1116;9;3;12.0
3295;1117;11;2;10.0
3296;1118;13;1;7.5
3297;1118;13;3;7.5
3298;1118;5;2;25.0
3299;1118;6;2;5.0
3300;1118;3;1;20.0
3301;1119;10;1;8.0
3302;1119;7;2;7.0
3303;1119;12;2;9.0
3304;1119;4;1;22.0
3305;1120;5;1;25.0
3306;1120;5;3;25.0
3307;1120;10;2;8.0
3308;1120;10;2;8.0
3309;1120;9;3;12.0
3310;1121;2;1;18.0
3311;1122;7;3;7.0
3312;1122;13;3;7.5
3313;1122;3;2;20.0
3314;1123;5;2;25.0
3315;1123;2;3;18.0
3316;1123;11;2;10.0
3317;1123;12;3;9.0
3318;1124;11;3;10.0
3319;1124;1;1;15.0
3320;1125;12;1;9.0
3321;1126;4;2;22.0
3322;1126;11;1;10.0
3323;1127;10;3;8.0
3324;1127;8;2;3.5
3325;1127;10;2;8.0
3326;1128;3;1;20.0
3327;1128;10;2;8.0
3328;1129;1;3;15.0
3329;1130;10;1;8.0
3330;1131;3;3;20.0
3331;1131;11;1;10.0
3332;1131;13;2;7.5
3333;1132;3;3;20.0
3334;1133;5;1;25.0
3335;1133;9;1;12.0
3336;1133;6;2;5.0
3337;1134;8;2;3.5
3338;1134;2;3;18.0
3339;1134;12;2;9.0
3340;1135;6;3;5.0
3341;1136;1;2;15.0
3342;1136;5;1;25.0
3343;1136;2;2;18.0
3344;1136;6;1;5.0
3345;1136;11;1;10.0
3346;1137;3;2;20.0
3347;1137;10;1;8.0
3348;1137;1;2;15.0
3349;1138;12;1;9.0
3350;1139;11;3;10.0
3351;1139;11;1;10.0
3352;1139;13;3;7.5
3353;1139;13;2;7.5
3354;1139;10;3;8.0
3355;1140;8;1;3.5
3356;1140;9;3;12.0
3357;1140;11;1;10.0
3358;1141;13;2;7.5
3359;1141;11;1;10.0
3360;1141;7;3;7.0
3361;1141;8;3;3.5
3362;1141;2;1;18.0
3363;1142;9;1;12.0
3364;1142;11;3;10.0
3365;1142;4;1;22.0
3366;1142;8;2;3.5
3367;1143;13;3;7.5
3368;1143;6;2;5.0
3369;1143;3;1;20.0
3370;1143;2;3;18.0
3371;1144;3;3;20.0
3372;1144;2;1;18.0
3373;1144;5;2;25.0
3374;1144;2;1;18.0
3375;1144;11;3;10.0
3376;1145;7;3;7.0
3377;1145;6;1;5.0
3378;1145;13;3;7.5
3379;1146;6;2;5.0
3380;1147;7;1;7.0
3381;1147;13;1;7.5
3382;1148;11;3;10.0
3383;1149;3;1;20.0
3384;1149;12;1;9.0
3385;1150;3;2;20.0
3386;1150;10;2;8.0
3387;1151;6;2;5.0
3388;1151;12;3;9.0
3389;1151;2;3;18.0
3390;1152;5;2;25.0
3391;1152;5;1;25.0
3392;1152;2;1;18.0
3393;1152;11;2;10.0
3394;1152;3;2;20.0
3395;1153;10;2;8.0
3396;1154;11;1;10.0
3397;1154;8;3;3.5
3398;1154;6;1;5.0
3399;1154;11;1;10.0
3400;1154;13;2;7.5
3401;1155;11;2;10.0
3402;1155;12;2;9.0
3403;1155;13;1;7.5
3404;1155;7;1;7.0
3405;1156;5;1;25.0
3406;1156;2;1;18.0
3407;1156;7;3;7.0
3408;1157;4;1;22.0
3409;1157;8;2;3.5
3410;1157;9;2;12.0
3411;1158;1;2;15.0
3412;1158;12;3;9.0
3413;1158;5;3;25.0
3414;1158;1;2;15.0
3415;1159;10;1;8.0
3416;1160;9;1;12.0
3417;1160;12;1;9.0
3418;1160;7;3;7.0
3419;1160;10;3;8.0
3420;1161;7;3;7.0
3421;1162;9;1;12.0
3422;1162;12;2;9.0
3423;1163;1;1;15.0
3424;1163;13;3;7.5
3425;1163;8;2;3.5
3426;1164;6;3;5.0
3427;1165;1;1;15.0
3428;1165;13;1;7.5
3429;1165;4;3;22.0
3430;1165;11;3;10.0
3431;1165;3;2;20.0
3432;1166;11;3;10.0
3433;1166;12;3;9.0
3434;1166;7;1;7.0
3435;1166;11;1;10.0
3436;1166;2;2;18.0
3437;1167;10;1;8.0
3438;1167;5;2;25.0
3439;1167;13;2;7.5
3440;1168;6;3;5.0
3441;1168;13;2;7.5
3442;1168;4;3;22.0
3443;1168;13;3;7.5
3444;1169;4;2;22.0
3445;1169;9;1;12.0
3446;1169;10;1;8.0
3447;1169;8;3;3.5
3448;1170;13;2;7.5
3449;1171;5;2;25.0
3450;1171;9;3;12.0
3451;1171;8;1;3.5
3452;1171;11;3;10.0
3453;1172;7;1;7.0
3454;1172;8;3;3.5
3455;1172;2;2;18.0
3456;1173;5;3;25.0
3457;1174;13;2;7.5
3458;1174;3;2;20.0
3459;1175;3;2;20.0
3460;1175;12;1;9.0
3461;1175;8;2;3.5
3462;1175;5;2;25.0
3463;1176;7;3;7.0
3464;1176;11;1;10.0
3465;1176;11;2;10.0
3466;1176;1;3;15.0
3467;1177;1;3;15.0
3468;1178;5;2;25.0
3469;1178;7;2;7.0
3470;1178;5;3;25.0
3471;1178;9;3;12.0
3472;1178;11;3;10.0
3473;1179;13;2;7.5
3474;1179;1;2;15.0
3475;1179;9;3;12.0
3476;1179;4;3;22.0
3477;1180;12;1;9.0
3478;1180;11;3;10.0
3479;1180;7;1;7.0
3480;1181;8;2;3.5
3481;1181;11;3;10.0
3482;1181;8;2;3.5
3483;1181;3;2;20.0
3484;1182;11;1;10.0
3485;1182;12;3;9.0
3486;1183;7;2;7.0
3487;1183;7;3;7.0
3488;1183;13;2;7.5
3489;1183;6;2;5.0
3490;1184;9;3;12.0
3491;1184;13;1;7.5
3492;1184;3;1;20.0
3493;1184;8;1;3.5
3494;1184;2;1;18.0
3495;1185;7;1;7.0
3496;1185;4;1;22.0
3497;1185;13;3;7.5
3498;1185;12;3;9.0
3499;1186;5;3;25.0
3500;1187;4;2;22.0
3501;1187;11;2;10.0
3502;1187;1;2;15.0
3503;1187;3;1;20.0
3504;1188;3;1;20.0
3505;1188;11;2;10.0
3506;1188;5;2;25.0
3507;1188;11;3;10.0
3508;1188;12;2;9.0
3509;1189;7;3;7.0
3510;1190;4;1;22.0
3511;1190;8;2;3.5
3512;1190;1;2;15.0
3513;1191;12;3;9.0
3514;1192;6;2;5.0
3515;1192;5;3;25.0
3516;1193;3;2;20.0
3517;1194;7;2;7.0
3518;1194;8;3;3.5
3519;1194;10;3;8.0
3520;1195;2;1;18.0
3521;1195;8;2;3.5
3522;1195;5;1;25.0
3523;1195;4;2;22.0
3524;1196;5;2;25.0
3525;1197;2;3;18.0
3526;1198;4;3;22.0
3527;1199;10;3;8.0
3528;1200;12;3;9.0
3529;1200;6;1;5.0
3530;1200;3;3;20.0
3531;1201;2;1;18.0
3532;1201;12;3;9.0
3533;1201;3;1;20.0
3534;1201;11;3;10.0
3535;1201;6;3;5.0
3536;1202;13;1;7.5
3537;1202;9;3;12.0
3538;1202;9;3;12.0
3539;1202;6;3;5.0
3540;1202;2;3;18.0
3541;1203;4;1;22.0
3542;1204;10;3;8.0
3543;1204;1;3;15.0
3544;1204;13;3;7.5
3545;1205;1;1;15.0
3546;1205;5;3;25.0
3547;1205;6;3;5.0
3548;1206;3;3;20.0
3549;1207;3;2;20.0
3550;1207;1;2;15.0
3551;1208;10;1;8.0
3552;1209;8;1;3.5
3553;1209;13;2;7.5
3554;1210;4;2;22.0
3555;1211;1;3;15.0
3556;1211;8;2;3.5
3557;1212;2;1;18.0
3558;1212;4;3;22.0
3559;1213;4;1;22.0
3560;1214;4;1;22.0
3561;1214;13;3;7.5
3562;1215;7;1;7.0
3563;1215;13;2;7.5
3564;1215;7;3;7.0
3565;1215;6;2;5.0
3566;1216;4;3;22.0
3567;1216;4;3;22.0
3568;1216;2;1;18.0
3569;1216;8;3;3.5
3570;1216;10;3;8.0
3571;1217;2;2;18.0
3572;1217;13;1;7.5
3573;1217;13;2;7.5
3574;1218;13;2;7.5
3575;1218;6;1;5.0
3576;1219;5;2;25.0
3577;1219;11;2;10.0
3578;1220;9;1;12.0
3579;1220;5;1;25.0
3580;1220;10;3;8.0
3581;1221;9;3;12.0
3582;1221;2;3;18.0
3583;1222;8;2;3.5
3584;1222;5;3;25.0
3585;1222;5;1;25.0
3586;1223;4;2;22.0
3587;1224;2;3;18.0
3588;1224;4;1;22.0
3589;1224;10;1;8.0
3590;1224;4;2;22.0
3591;1225;6;1;5.0
3592;1225;3;1;20.0
3593;1225;2;2;18.0
3594;1225;5;2;25.0
3595;1226;2;3;18.0
3596;1226;7;2;7.0
3597;1226;6;3;5.0
3598;1226;4;1;22.0
3599;1226;12;3;9.0
3600;1227;10;2;8.0
3601;1227;4;3;22.0
3602;1228;4;2;22.0
3603;1228;10;3;8.0
3604;1228;3;1;20.0
3605;1228;9;1;12.0
3606;1228;7;3;7.0
3607;1229;1;3;15.0
3608;1230;8;1;3.5
3609;1230;3;3;20.0
3610;1230;6;3;5.0
3611;1230;9;3;12.0
3612;1231;9;2;12.0
3613;1232;7;1;7.0
3614;1233;7;3;7.0
3615;1233;6;2;5.0
3616;1234;8;3;3.5
3617;1235;1;1;15.0
3618;1235;4;1;22.0
3619;1235;1;1;15.0
3620;1235;6;1;5.0
3621;1236;7;3;7.0
3622;1236;6;3;5.0
3623;1236;8;3;3.5
3624;1236;6;2;5.0
3625;1236;11;3;10.0
3626;1237;10;1;8.0
3627;1237;4;3;22.0
3628;1237;1;1;15.0
3629;1237;12;2;9.0
3630;1238;1;2;15.0
3631;1238;7;1;7.0
3632;1239;4;3;22.0
3633;1239;7;3;7.0
3634;1239;2;3;18.0
3635;1239;10;1;8.0
3636;1240;4;3;22.0
3637;1240;5;3;25.0
3638;1240;13;3;7.5
3639;1241;12;1;9.0
3640;1241;3;1;20.0
3641;1241;13;2;7.5
3642;1241;10;3;8.0
3643;1241;9;3;12.0
3644;1242;13;2;7.5
3645;1242;8;3;3.5
3646;1242;10;2;8.0
3647;1243;3;3;20.0
3648;1243;11;1;10.0
3649;1243;2;2;18.0
3650;1244;6;1;5.0
3651;1244;12;1;9.0
3652;1245;3;3;20.0
3653;1246;12;3;9.0
3654;1246;12;2;9.0
3655;1246;6;2;5.0
3656;1247;7;2;7.0
3657;1247;13;2;7.5
3658;1247;4;3;22.0
3659;1247;9;2;12.0
3660;1248;5;3;25.0
3661;1249;6;2;5.0
3662;1249;6;3;5.0
3663;1249;1;3;15.0
3664;1249;10;3;8.0
3665;1250;9;1;12.0
3666;1250;8;1;3.5
3667;1250;10;3;8.0
3668;1250;2;1;18.0
3669;1251;13;2;7.5
3670;1252;11;2;10.0
3671;1253;3;3;20.0
3672;1253;10;3;8.0
3673;1253;12;2;9.0
3674;1253;9;3;12.0
3675;1254;5;2;25.0
3676;1254;12;1;9.0
3677;1255;8;1;3.5
3678;1255;4;3;22.0
3679;1255;7;1;7.0
3680;1255;13;2;7.5
3681;1255;8;3;3.5
3682;1256;3;2;20.0
3683;1256;13;1;7.5
3684;1256;1;2;15.0
3685;1256;4;3;22.0
3686;1256;3;3;20.0
3687;1257;1;2;15.0
3688;1257;7;1;7.0
3689;1258;1;1;15.0
3690;1259;4;1;22.0
3691;1259;2;3;18.0
3692;1259;2;1;18.0
3693;1259;3;3;20.0
3694;1260;5;3;25.0
3695;1260;3;2;20.0
3696;1260;5;3;25.0
3697;1260;2;3;18.0
3698;1260;2;2;18.0
3699;1261;10;1;8.0
3700;1261;10;3;8.0
3701;1261;4;2;22.0
3702;1261;13;2;7.5
3703;1262;7;2;7.0
3704;1262;1;1;15.0
3705;1263;10;1;8.0
3706;1263;12;2;9.0
3707;1263;11;3;10.0
3708;1263;2;3;18.0
3709;1264;13;2;7.5
3710;1264;3;2;20.0
3711;1265;12;2;9.0
3712;1266;7;2;7.0
3713;1266;10;3;8.0
3714;1267;4;3;22.0
3715;1267;10;1;8.0
3716;1268;9;3;12.0
3717;1268;3;1;20.0
3718;1268;11;3;10.0
3719;1268;5;3;25.0
3720;1268;8;1;3.5
3721;1269;12;2;9.0
3722;1269;2;1;18.0
3723;1269;4;3;22.0
3724;1269;6;2;5.0
3725;1270;4;2;22.0
3726;1270;8;2;3.5
3727;1270;13;3;7.5
3728;1270;12;1;9.0
3729;1270;6;1;5.0
3730;1271;7;1;7.0
3731;1271;5;1;25.0
3732;1271;13;2;7.5
3733;1272;8;1;3.5
3734;1272;6;1;5.0
3735;1273;6;1;5.0
3736;1273;9;1;12.0
3737;1273;12;1;9.0
3738;1274;10;2;8.0
3739;1274;5;2;25.0
3740;1274;1;1;15.0
3741;1274;5;3;25.0
3742;1274;12;1;9.0
3743;1275;9;1;12.0
3744;1275;11;2;10.0
3745;1275;5;3;25.0
3746;1275;4;3;22.0
3747;1276;1;2;15.0
3748;1276;8;3;3.5
3749;1276;11;1;10.0
3750;1276;1;3;15.0
3751;1276;5;2;25.0
3752;1277;8;2;3.5
3753;1277;9;2;12.0
3754;1277;4;1;22.0
3755;1277;3;1;20.0
3756;1278;9;2;12.0
3757;1278;2;3;18.0
3758;1278;1;3;15.0
3759;1278;6;2;5.0
3760;1279;9;1;12.0
3761;1280;10;1;8.0
3762;1280;9;3;12.0
3763;1281;2;2;18.0
3764;1281;4;2;22.0
3765;1281;12;3;9.0
3766;1281;7;1;7.0
3767;1281;13;1;7.5
3768;1282;6;3;5.0
3769;1282;11;2;10.0
3770;1282;9;3;12.0
3771;1282;5;3;25.0
3772;1283;7;1;7.0
3773;1283;12;2;9.0
3774;1283;3;1;20.0
3775;1283;9;3;12.0
3776;1283;2;1;18.0
3777;1284;1;3;15.0
3778;1284;11;2;10.0
3779;1284;8;3;3.5
3780;1284;10;3;8.0
3781;1284;9;3;12.0
3782;1285;6;2;5.0
3783;1285;5;3;25.0
3784;1285;11;1;10.0
3785;1285;6;1;5.0
3786;1286;11;1;10.0
3787;1286;7;3;7.0
3788;1286;7;2;7.0
3789;1287;12;1;9.0
3790;1287;13;1;7.5
3791;1288;10;2;8.0
3792;1288;1;2;15.0
3793;1289;12;3;9.0
3794;1290;9;2;12.0
3795;1291;12;3;9.0
3796;1292;11;1;10.0
3797;1292;10;1;8.0
3798;1293;6;2;5.0
3799;1293;12;3;9.0
3800;1293;8;3;3.5
3801;1294;12;3;9.0
3802;1294;1;1;15.0
3803;1295;7;2;7.0
3804;1295;10;3;8.0
3805;1296;1;2;15.0
3806;1296;4;1;22.0
3807;1297;10;1;8.0
3808;1297;10;3;8.0
3809;1298;1;3;15.0
3810;1298;13;2;7.5
3811;1298;12;1;9.0
3812;1299;13;2;7.5
3813;1300;11;3;10.0
3814;1300;8;3;3.5
3815;1300;10;3;8.0
3816;1300;3;2;20.0
3817;1300;11;3;10.0
3818;1301;10;2;8.0
3819;1302;10;1;8.0
3820;1303;7;2;7.0
3821;1303;13;2;7.5
3822;1303;12;1;9.0
3823;1303;6;3;5.0
3824;1303;13;3;7.5
3825;1304;3;1;20.0
3826;1304;3;3;20.0
3827;1305;5;1;25.0
3828;1305;1;1;15.0
3829;1305;11;1;10.0
3830;1306;10;3;8.0
3831;1306;5;2;25.0
3832;1306;10;2;8.0
3833;1307;9;1;12.0
3834;1308;7;3;7.0
3835;1308;13;2;7.5
3836;1308;4;2;22.0
3837;1308;9;3;12.0
3838;1308;1;2;15.0
3839;1309;2;2;18.0
3840;1309;6;1;5.0
3841;1309;8;1;3.5
3842;1309;7;2;7.0
3843;1310;12;3;9.0
3844;1310;2;1;18.0
3845;1311;12;1;9.0
3846;1312;9;3;12.0
3847;1312;5;1;25.0
3848;1312;1;2;15.0
3849;1313;9;2;12.0
3850;1313;4;1;22.0
3851;1313;2;3;18.0
3852;1313;7;3;7.0
3853;1313;2;3;18.0
3854;1314;6;1;5.0
3855;1314;12;2;9.0
3856;1314;11;3;10.0
3857;1314;11;2;10.0
3858;1314;12;2;9.0
3859;1315;8;2;3.5
3860;1316;8;1;3.5
3861;1316;11;2;10.0
3862;1316;13;1;7.5
3863;1316;6;2;5.0
3864;1317;3;3;20.0
3865;1317;8;1;3.5
3866;1317;3;3;20.0
3867;1318;3;1;20.0
3868;1319;5;3;25.0
3869;1319;8;2;3.5
3870;1319;6;2;5.0
3871;1319;10;2;8.0
3872;1320;3;3;20.0
3873;1320;4;2;22.0
3874;1320;7;1;7.0
3875;1320;2;3;18.0
3876;1320;1;3;15.0
3877;1321;13;2;7.5
3878;1321;12;3;9.0
3879;1322;6;3;5.0
3880;1322;13;3;7.5
3881;1322;10;1;8.0
3882;1323;4;2;22.0
3883;1323;4;2;22.0
3884;1323;10;2;8.0
3885;1324;12;2;9.0
3886;1324;12;3;9.0
3887;1324;11;1;10.0
3888;1324;4;2;22.0
3889;1325;13;2;7.5
3890;1326;8;3;3.5
3891;1326;2;1;18.0
3892;1326;9;1;12.0
3893;1326;3;3;20.0
3894;1326;11;1;10.0
3895;1327;3;2;20.0
3896;1327;11;1;10.0
3897;1327;4;2;22.0
3898;1327;1;2;15.0
3899;1328;5;1;25.0
3900;1328;4;1;22.0
3901;1329;5;3;25.0
3902;1329;11;1;10.0
3903;1330;5;2;25.0
3904;1330;12;1;9.0
3905;1331;2;2;18.0
3906;1331;9;1;12.0
3907;1331;3;2;20.0
3908;1331;12;2;9.0
3909;1332;10;2;8.0
3910;1332;2;1;18.0
3911;1332;12;3;9.0
3912;1332;4;3;22.0
3913;1332;8;2;3.5
3914;1333;6;1;5.0
3915;1333;10;3;8.0
3916;1333;7;3;7.0
3917;1334;3;2;20.0
3918;1335;13;3;7.5
3919;1335;1;3;15.0
3920;1335;7;3;7.0
3921;1336;3;3;20.0
3922;1336;4;2;22.0
3923;1336;9;3;12.0
3924;1336;13;2;7.5
3925;1336;4;2;22.0
3926;1337;10;3;8.0
3927;1337;5;2;25.0
3928;1337;10;2;8.0
3929;1338;2;3;18.0
3930;1338;4;1;22.0
3931;1338;1;3;15.0
3932;1338;12;2;9.0
3933;1339;6;2;5.0
3934;1339;10;1;8.0
3935;1340;3;3;20.0
3936;1340;11;1;10.0
3937;1340;7;3;7.0
3938;1340;13;2;7.5
3939;1340;1;3;15.0
3940;1341;4;2;22.0
3941;1341;7;1;7.0
3942;1341;12;3;9.0
3943;1341;10;1;8.0
3944;1341;2;1;18.0
3945;1342;2;3;18.0
3946;1342;6;3;5.0
3947;1342;12;3;9.0
3948;1343;2;1;18.0
3949;1343;6;1;5.0
3950;1343;12;1;9.0
3951;1343;8;2;3.5
3952;1344;3;1;20.0
3953;1344;11;2;10.0
3954;1344;5;1;25.0
3955;1345;1;1;15.0
3956;1345;5;3;25.0
3957;1345;7;1;7.0
3958;1346;4;2;22.0
3959;1346;3;3;20.0
3960;1346;11;3;10.0
3961;1346;4;2;22.0
3962;1346;7;2;7.0
3963;1347;5;2;25.0
3964;1347;11;1;10.0
3965;1347;7;1;7.0
3966;1348;10;3;8.0
3967;1348;9;1;12.0
3968;1349;10;2;8.0
3969;1349;13;3;7.5
3970;1349;1;1;15.0
3971;1350;7;1;7.0
3972;1350;10;3;8.0
3973;1351;13;1;7.5
3974;1351;2;1;18.0
3975;1351;11;2;10.0
